Group,Code,Name,Year,Disease,Disease_description,Denominator,Incidence_rate
COUNTRIES,IND,India,2018,TB,Tuberculosis,"per 1,000,000 population",12.21
COUNTRIES,IND,India,2018,HEPB,Hepatitis B,"per 1,000,000 population",8.8
COUNTRIES,IND,India,2019,MEASLES,Measles,"per 100,000 population",8.98
COUNTRIES,IND,India,2019,POLIO,Poliomyelitis,"per 100,000 population",33.17
COUNTRIES,IND,India,2019,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",7.24
COUNTRIES,IND,India,2019,DIPHTHERIA,Diphtheria,"per 1,000,000 population",1.36
COUNTRIES,IND,India,2019,TB,Tuberculosis,"per 1,000,000 population",13.91
COUNTRIES,IND,India,2019,HEPB,Hepatitis B,"per 1,000,000 population",10.03
COUNTRIES,IND,India,2020,MEASLES,Measles,"per 1,000 live births",6.61
COUNTRIES,IND,India,2020,POLIO,Poliomyelitis,"per 100,000 population",
COUNTRIES,IND,India,2020,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",
COUNTRIES,IND,India,2020,DIPHTHERIA,Diphtheria,"per 1,000,000 population",0.0
COUNTRIES,IND,India,2020,TB,Tuberculosis,"per 1,000 live births",0.4
COUNTRIES,IND,India,2020,HEPB,Hepatitis B,"per 100,000 population",14.92
COUNTRIES,IND,India,2021,MEASLES,Measles,"per 1,000,000 population",23.49
COUNTRIES,IND,India,2021,POLIO,Poliomyelitis,"per 1,000,000 population",0.0
COUNTRIES,IND,India,2021,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",7.06
COUNTRIES,IND,India,2021,DIPHTHERIA,Diphtheria,"per 1,000,000 population",18.57
COUNTRIES,IND,India,2021,TB,Tuberculosis,"per 1,000,000 population",12.73
COUNTRIES,IND,India,2021,HEPB,Hepatitis B,"per 1,000,000 population",13.44
COUNTRIES,IND,India,2022,MEASLES,Measles,"per 1,000,000 population",
COUNTRIES,IND,India,2022,POLIO,Poliomyelitis,"per 1,000 live births",8.17
COUNTRIES,IND,India,2022,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",11.44
COUNTRIES,IND,India,2022,DIPHTHERIA,Diphtheria,"per 1,000,000 population",10.24
COUNTRIES,IND,India,2022,TB,Tuberculosis,"per 1,000,000 population",
COUNTRIES,IND,India,2022,HEPB,Hepatitis B,"per 100,000 population",0.0
COUNTRIES,IND,India,2023,MEASLES,Measles,"per 1,000,000 population",17.93
COUNTRIES,IND,India,2023,POLIO,Poliomyelitis,"per 1,000 live births",16.18
COUNTRIES,IND,India,2023,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",13.57
COUNTRIES,IND,India,2023,DIPHTHERIA,Diphtheria,"per 100,000 population",4.06
COUNTRIES,IND,India,2023,TB,Tuberculosis,"per 100,000 population",21.3
COUNTRIES,IND,India,2023,HEPB,Hepatitis B,"per 1,000 live births",1.49
COUNTRIES,USA,United States of America,2010,MEASLES,Measles,"per 1,000,000 population",34.62
COUNTRIES,USA,United States of America,2010,POLIO,Poliomyelitis,"per 1,000 live births",33.68
COUNTRIES,USA,United States of America,2010,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",35.34
COUNTRIES,USA,United States of America,2010,DIPHTHERIA,Diphtheria,"per 1,000 live births",35.94
COUNTRIES,USA,United States of America,2010,TB,Tuberculosis,"per 1,000,000 population",31.85
COUNTRIES,USA,United States of America,2010,HEPB,Hepatitis B,"per 1,000,000 population",29.8
COUNTRIES,USA,United States of America,2011,MEASLES,Measles,"per 1,000,000 population",35.18
COUNTRIES,USA,United States of America,2011,POLIO,Poliomyelitis,"per 1,000,000 population",22.32
COUNTRIES,USA,United States of America,2011,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",20.67
COUNTRIES,USA,United States of America,2011,DIPHTHERIA,Diphtheria,"per 100,000 population",38.53
COUNTRIES,USA,United States of America,2011,TB,Tuberculosis,"per 1,000 live births",33.9
COUNTRIES,USA,United States of America,2011,HEPB,Hepatitis B,"per 100,000 population",62.45
COUNTRIES,USA,United States of America,2012,MEASLES,Measles,"per 1,000 live births",30.98
COUNTRIES,USA,United States of America,2012,POLIO,Poliomyelitis,"per 1,000,000 population",28.47
COUNTRIES,USA,United States of America,2012,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",30.05
COUNTRIES,USA,United States of America,2012,DIPHTHERIA,Diphtheria,"per 1,000,000 population",28.91
COUNTRIES,USA,United States of America,2012,TB,Tuberculosis,"per 1,000,000 population",40.88
COUNTRIES,USA,United States of America,2012,HEPB,Hepatitis B,"per 1,000,000 population",35.88
COUNTRIES,USA,United States of America,2013,MEASLES,Measles,"per 100,000 population",10.35
COUNTRIES,USA,United States of America,2013,POLIO,Poliomyelitis,"per 1,000,000 population",35.63
COUNTRIES,USA,United States of America,2013,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",23.1
COUNTRIES,USA,United States of America,2013,DIPHTHERIA,Diphtheria,"per 1,000 live births",34.09
COUNTRIES,USA,United States of America,2013,TB,Tuberculosis,"per 1,000 live births",18.93
COUNTRIES,USA,United States of America,2013,HEPB,Hepatitis B,"per 1,000,000 population",37.13
COUNTRIES,USA,United States of America,2014,MEASLES,Measles,"per 100,000 population",22.35
COUNTRIES,USA,United States of America,2014,POLIO,Poliomyelitis,"per 1,000,000 population",38.72
COUNTRIES,USA,United States of America,2014,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",35.59
COUNTRIES,USA,United States of America,2014,DIPHTHERIA,Diphtheria,"per 100,000 population",27.03
COUNTRIES,USA,United States of America,2014,TB,Tuberculosis,"per 100,000 population",21.01
COUNTRIES,USA,United States of America,2014,HEPB,Hepatitis B,"per 100,000 population",20.31
COUNTRIES,USA,United States of America,2015,MEASLES,Measles,"per 1,000,000 population",33.64
COUNTRIES,USA,United States of America,2015,POLIO,Poliomyelitis,"per 1,000 live births",38.48
COUNTRIES,USA,United States of America,2015,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",37.85
COUNTRIES,USA,United States of America,2015,DIPHTHERIA,Diphtheria,"per 100,000 population",29.7
COUNTRIES,USA,United States of America,2015,TB,Tuberculosis,"per 1,000 live births",33.56
COUNTRIES,USA,United States of America,2015,HEPB,Hepatitis B,"per 1,000,000 population",28.59
COUNTRIES,USA,United States of America,2016,MEASLES,Measles,"per 1,000,000 population",37.27
COUNTRIES,USA,United States of America,2016,POLIO,Poliomyelitis,"per 1,000 live births",26.95
COUNTRIES,USA,United States of America,2016,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",28.78
COUNTRIES,USA,United States of America,2016,DIPHTHERIA,Diphtheria,"per 1,000,000 population",41.17
COUNTRIES,USA,United States of America,2016,TB,Tuberculosis,"per 1,000,000 population",34.15
COUNTRIES,USA,United States of America,2016,HEPB,Hepatitis B,"per 1,000,000 population",28.24
COUNTRIES,USA,United States of America,2017,MEASLES,Measles,"per 100,000 population",16.81
COUNTRIES,USA,United States of America,2017,POLIO,Poliomyelitis,"per 1,000 live births",21.95
COUNTRIES,USA,United States of America,2017,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",26.88
COUNTRIES,USA,United States of America,2017,DIPHTHERIA,Diphtheria,"per 100,000 population",22.24
COUNTRIES,USA,United States of America,2017,TB,Tuberculosis,"per 1,000,000 population",26.14
COUNTRIES,USA,United States of America,2017,HEPB,Hepatitis B,"per 100,000 population",14.79
COUNTRIES,USA,United States of America,2018,MEASLES,Measles,"per 1,000 live births",32.75
COUNTRIES,USA,United States of America,2018,POLIO,Poliomyelitis,"per 100,000 population",42.45
COUNTRIES,USA,United States of America,2018,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",33.67
COUNTRIES,USA,United States of America,2018,DIPHTHERIA,Diphtheria,"per 100,000 population",42.04
COUNTRIES,USA,United States of America,2018,TB,Tuberculosis,"per 1,000 live births",23.91
COUNTRIES,USA,United States of America,2018,HEPB,Hepatitis B,"per 1,000 live births",29.69
COUNTRIES,USA,United States of America,2019,MEASLES,Measles,"per 1,000 live births",18.37
COUNTRIES,USA,United States of America,2019,POLIO,Poliomyelitis,"per 1,000 live births",13.02
COUNTRIES,USA,United States of America,2019,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",20.08
COUNTRIES,USA,United States of America,2019,DIPHTHERIA,Diphtheria,"per 100,000 population",17.65
COUNTRIES,USA,United States of America,2019,TB,Tuberculosis,"per 100,000 population",19.31
COUNTRIES,USA,United States of America,2019,HEPB,Hepatitis B,"per 100,000 population",25.42
COUNTRIES,USA,United States of America,2020,MEASLES,Measles,"per 1,000 live births",21.3
COUNTRIES,USA,United States of America,2020,POLIO,Poliomyelitis,"per 1,000 live births",20.55
COUNTRIES,USA,United States of America,2020,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",36.04
COUNTRIES,USA,United States of America,2020,DIPHTHERIA,Diphtheria,"per 100,000 population",24.39
COUNTRIES,USA,United States of America,2020,TB,Tuberculosis,"per 1,000,000 population",43.55
COUNTRIES,USA,United States of America,2020,HEPB,Hepatitis B,"per 1,000 live births",33.95
COUNTRIES,USA,United States of America,2021,MEASLES,Measles,"per 1,000,000 population",61.25
COUNTRIES,USA,United States of America,2021,POLIO,Poliomyelitis,"per 1,000 live births",27.28
COUNTRIES,USA,United States of America,2021,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",23.99
COUNTRIES,USA,United States of America,2021,DIPHTHERIA,Diphtheria,"per 1,000 live births",27.15
COUNTRIES,USA,United States of America,2021,TB,Tuberculosis,"per 1,000,000 population",26.89
COUNTRIES,USA,United States of America,2021,HEPB,Hepatitis B,"per 100,000 population",28.49
COUNTRIES,USA,United States of America,2022,MEASLES,Measles,"per 100,000 population",29.1
COUNTRIES,USA,United States of America,2022,POLIO,Poliomyelitis,"per 1,000 live births",18.79
COUNTRIES,USA,United States of America,2022,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",29.37
COUNTRIES,USA,United States of America,2022,DIPHTHERIA,Diphtheria,"per 1,000 live births",23.67
COUNTRIES,USA,United States of America,2022,TB,Tuberculosis,"per 100,000 population",26.26
COUNTRIES,USA,United States of America,2022,HEPB,Hepatitis B,"per 1,000,000 population",21.96
COUNTRIES,USA,United States of America,2023,MEASLES,Measles,"per 1,000 live births",27.36
COUNTRIES,USA,United States of America,2023,POLIO,Poliomyelitis,"per 100,000 population",24.8
COUNTRIES,USA,United States of America,2023,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",25.45
COUNTRIES,USA,United States of America,2023,DIPHTHERIA,Diphtheria,"per 1,000,000 population",15.73
COUNTRIES,USA,United States of America,2023,TB,Tuberculosis,"per 1,000 live births",30.5
COUNTRIES,USA,United States of America,2023,HEPB,Hepatitis B,"per 100,000 population",47.2
COUNTRIES,NGA,Nigeria,2010,MEASLES,Measles,"per 100,000 population",18.81
COUNTRIES,NGA,Nigeria,2010,POLIO,Poliomyelitis,"per 1,000,000 population",7.25
COUNTRIES,NGA,Nigeria,2010,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",
COUNTRIES,NGA,Nigeria,2010,DIPHTHERIA,Diphtheria,"per 1,000 live births",6.77
COUNTRIES,NGA,Nigeria,2010,TB,Tuberculosis,"per 1,000,000 population",15.56
COUNTRIES,NGA,Nigeria,2010,HEPB,Hepatitis B,"per 100,000 population",15.86
COUNTRIES,NGA,Nigeria,2011,MEASLES,Measles,"per 1,000,000 population",13.02
COUNTRIES,NGA,Nigeria,2011,POLIO,Poliomyelitis,"per 1,000,000 population",5.93
COUNTRIES,NGA,Nigeria,2011,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",14.13
COUNTRIES,NGA,Nigeria,2011,DIPHTHERIA,Diphtheria,"per 1,000 live births",7.14
COUNTRIES,NGA,Nigeria,2011,TB,Tuberculosis,"per 100,000 population",5.76
COUNTRIES,NGA,Nigeria,2011,HEPB,Hepatitis B,"per 1,000 live births",13.8
COUNTRIES,NGA,Nigeria,2012,MEASLES,Measles,"per 1,000,000 population",0.0
COUNTRIES,NGA,Nigeria,2012,POLIO,Poliomyelitis,"per 1,000 live births",12.84
COUNTRIES,NGA,Nigeria,2012,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",7.88
COUNTRIES,NGA,Nigeria,2012,DIPHTHERIA,Diphtheria,"per 1,000 live births",15.23
COUNTRIES,NGA,Nigeria,2012,TB,Tuberculosis,"per 1,000 live births",2.95
COUNTRIES,NGA,Nigeria,2012,HEPB,Hepatitis B,"per 100,000 population",0.0
COUNTRIES,NGA,Nigeria,2013,MEASLES,Measles,"per 100,000 population",13.08
COUNTRIES,NGA,Nigeria,2013,POLIO,Poliomyelitis,"per 1,000 live births",0.0
COUNTRIES,NGA,Nigeria,2013,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",4.33
COUNTRIES,NGA,Nigeria,2013,DIPHTHERIA,Diphtheria,"per 1,000,000 population",7.11
COUNTRIES,NGA,Nigeria,2013,TB,Tuberculosis,"per 100,000 population",
COUNTRIES,NGA,Nigeria,2013,HEPB,Hepatitis B,"per 100,000 population",26.82
COUNTRIES,NGA,Nigeria,2014,MEASLES,Measles,"per 1,000,000 population",23.63
COUNTRIES,NGA,Nigeria,2014,POLIO,Poliomyelitis,"per 100,000 population",78.46
COUNTRIES,NGA,Nigeria,2014,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",22.6
COUNTRIES,NGA,Nigeria,2014,DIPHTHERIA,Diphtheria,"per 1,000 live births",0.77
COUNTRIES,NGA,Nigeria,2014,TB,Tuberculosis,"per 1,000 live births",0.0
COUNTRIES,NGA,Nigeria,2014,HEPB,Hepatitis B,"per 1,000 live births",12.87
COUNTRIES,NGA,Nigeria,2015,MEASLES,Measles,"per 1,000 live births",0.0
COUNTRIES,NGA,Nigeria,2015,POLIO,Poliomyelitis,"per 1,000,000 population",14.85
COUNTRIES,NGA,Nigeria,2015,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",2.09
COUNTRIES,NGA,Nigeria,2015,DIPHTHERIA,Diphtheria,"per 1,000,000 population",0.0
COUNTRIES,NGA,Nigeria,2015,TB,Tuberculosis,"per 100,000 population",24.82
COUNTRIES,NGA,Nigeria,2015,HEPB,Hepatitis B,"per 1,000 live births",5.76
COUNTRIES,NGA,Nigeria,2016,MEASLES,Measles,"per 1,000 live births",2.67
COUNTRIES,NGA,Nigeria,2016,POLIO,Poliomyelitis,"per 1,000 live births",2.24
COUNTRIES,NGA,Nigeria,2016,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",9.13
COUNTRIES,NGA,Nigeria,2016,DIPHTHERIA,Diphtheria,"per 100,000 population",3.01
COUNTRIES,NGA,Nigeria,2016,TB,Tuberculosis,"per 1,000 live births",17.86
COUNTRIES,NGA,Nigeria,2016,HEPB,Hepatitis B,"per 1,000 live births",0.0
COUNTRIES,NGA,Nigeria,2017,MEASLES,Measles,"per 1,000 live births",8.4
COUNTRIES,NGA,Nigeria,2017,POLIO,Poliomyelitis,"per 1,000 live births",7.41
COUNTRIES,NGA,Nigeria,2017,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",1.9
COUNTRIES,NGA,Nigeria,2017,DIPHTHERIA,Diphtheria,"per 100,000 population",9.66
COUNTRIES,NGA,Nigeria,2017,TB,Tuberculosis,"per 1,000 live births",11.77
COUNTRIES,NGA,Nigeria,2017,HEPB,Hepatitis B,"per 100,000 population",2.26
COUNTRIES,NGA,Nigeria,2018,MEASLES,Measles,"per 1,000,000 population",0.0
COUNTRIES,NGA,Nigeria,2018,POLIO,Poliomyelitis,"per 1,000,000 population",2.95
COUNTRIES,NGA,Nigeria,2018,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",0.0
COUNTRIES,NGA,Nigeria,2018,DIPHTHERIA,Diphtheria,"per 1,000 live births",17.59
COUNTRIES,NGA,Nigeria,2018,TB,Tuberculosis,"per 1,000 live births",9.49
COUNTRIES,NGA,Nigeria,2018,HEPB,Hepatitis B,"per 100,000 population",14.27
COUNTRIES,NGA,Nigeria,2019,MEASLES,Measles,"per 100,000 population",0.0
COUNTRIES,NGA,Nigeria,2019,POLIO,Poliomyelitis,"per 1,000,000 population",12.83
COUNTRIES,NGA,Nigeria,2019,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",0.33
COUNTRIES,NGA,Nigeria,2019,DIPHTHERIA,Diphtheria,"per 100,000 population",4.09
COUNTRIES,NGA,Nigeria,2019,TB,Tuberculosis,"per 1,000,000 population",5.09
COUNTRIES,NGA,Nigeria,2019,HEPB,Hepatitis B,"per 1,000,000 population",8.82
COUNTRIES,NGA,Nigeria,2020,MEASLES,Measles,"per 100,000 population",7.4
COUNTRIES,NGA,Nigeria,2020,POLIO,Poliomyelitis,"per 100,000 population",48.06
COUNTRIES,NGA,Nigeria,2020,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",19.32
COUNTRIES,NGA,Nigeria,2020,DIPHTHERIA,Diphtheria,"per 1,000 live births",7.25
COUNTRIES,NGA,Nigeria,2020,TB,Tuberculosis,"per 100,000 population",
COUNTRIES,NGA,Nigeria,2020,HEPB,Hepatitis B,"per 1,000 live births",11.53
COUNTRIES,NGA,Nigeria,2021,MEASLES,Measles,"per 1,000,000 population",13.86
COUNTRIES,NGA,Nigeria,2021,POLIO,Poliomyelitis,"per 1,000 live births",16.74
COUNTRIES,NGA,Nigeria,2021,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",8.16
COUNTRIES,NGA,Nigeria,2021,DIPHTHERIA,Diphtheria,"per 1,000 live births",17.21
COUNTRIES,NGA,Nigeria,2021,TB,Tuberculosis,"per 1,000,000 population",0.0
COUNTRIES,NGA,Nigeria,2021,HEPB,Hepatitis B,"per 100,000 population",1.97
COUNTRIES,NGA,Nigeria,2022,MEASLES,Measles,"per 100,000 population",10.01
COUNTRIES,NGA,Nigeria,2022,POLIO,Poliomyelitis,"per 1,000 live births",11.92
COUNTRIES,NGA,Nigeria,2022,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",0.0
COUNTRIES,NGA,Nigeria,2022,DIPHTHERIA,Diphtheria,"per 1,000 live births",7.14
COUNTRIES,NGA,Nigeria,2022,TB,Tuberculosis,"per 1,000 live births",3.96
COUNTRIES,NGA,Nigeria,2022,HEPB,Hepatitis B,"per 100,000 population",0.0
COUNTRIES,NGA,Nigeria,2023,MEASLES,Measles,"per 1,000 live births",5.72
COUNTRIES,NGA,Nigeria,2023,POLIO,Poliomyelitis,"per 100,000 population",1.49
COUNTRIES,NGA,Nigeria,2023,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",17.61
COUNTRIES,NGA,Nigeria,2023,DIPHTHERIA,Diphtheria,"per 1,000 live births",7.22
COUNTRIES,NGA,Nigeria,2023,TB,Tuberculosis,"per 1,000 live births",0.0
COUNTRIES,NGA,Nigeria,2023,HEPB,Hepatitis B,"per 1,000 live births",6.36
COUNTRIES,BRA,Brazil,2010,MEASLES,Measles,"per 1,000,000 population",26.62
COUNTRIES,BRA,Brazil,2010,POLIO,Poliomyelitis,"per 1,000 live births",16.56
COUNTRIES,BRA,Brazil,2010,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",12.15
COUNTRIES,BRA,Brazil,2010,DIPHTHERIA,Diphtheria,"per 100,000 population",33.94
COUNTRIES,BRA,Brazil,2010,TB,Tuberculosis,"per 100,000 population",
COUNTRIES,BRA,Brazil,2010,HEPB,Hepatitis B,"per 100,000 population",25.38
COUNTRIES,BRA,Brazil,2011,MEASLES,Measles,"per 1,000 live births",31.5
COUNTRIES,BRA,Brazil,2011,POLIO,Poliomyelitis,"per 1,000 live births",21.28
COUNTRIES,BRA,Brazil,2011,PERTUSSIS,Pertussis (Whooping cough),"per 100,000 population",8.01
COUNTRIES,BRA,Brazil,2011,DIPHTHERIA,Diphtheria,"per 1,000 live births",17.26
COUNTRIES,BRA,Brazil,2011,TB,Tuberculosis,"per 100,000 population",19.3
COUNTRIES,BRA,Brazil,2011,HEPB,Hepatitis B,"per 1,000 live births",16.64
COUNTRIES,BRA,Brazil,2012,MEASLES,Measles,"per 100,000 population",11.78
COUNTRIES,BRA,Brazil,2012,POLIO,Poliomyelitis,"per 100,000 population",0.83
COUNTRIES,BRA,Brazil,2012,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",17.49
COUNTRIES,BRA,Brazil,2012,DIPHTHERIA,Diphtheria,"per 1,000,000 population",9.37
COUNTRIES,BRA,Brazil,2012,TB,Tuberculosis,"per 1,000,000 population",13.18
COUNTRIES,BRA,Brazil,2012,HEPB,Hepatitis B,"per 100,000 population",16.29
COUNTRIES,BRA,Brazil,2013,MEASLES,Measles,"per 1,000 live births",14.26
COUNTRIES,BRA,Brazil,2013,POLIO,Poliomyelitis,"per 1,000,000 population",21.67
COUNTRIES,BRA,Brazil,2013,PERTUSSIS,Pertussis (Whooping cough),"per 1,000 live births",86.5
COUNTRIES,BRA,Brazil,2013,DIPHTHERIA,Diphtheria,"per 1,000,000 population",32.05
COUNTRIES,BRA,Brazil,2013,TB,Tuberculosis,"per 100,000 population",18.25
COUNTRIES,BRA,Brazil,2013,HEPB,Hepatitis B,"per 1,000,000 population",13.74
COUNTRIES,BRA,Brazil,2014,MEASLES,Measles,"per 1,000,000 population",28.1
COUNTRIES,BRA,Brazil,2014,POLIO,Poliomyelitis,"per 1,000,000 population",33.66
COUNTRIES,BRA,Brazil,2014,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",30.79
COUNTRIES,BRA,Brazil,2014,DIPHTHERIA,Diphtheria,"per 1,000 live births",13.76
COUNTRIES,BRA,Brazil,2014,TB,Tuberculosis,"per 100,000 population",
COUNTRIES,BRA,Brazil,2014,HEPB,Hepatitis B,"per 1,000,000 population",23.53
COUNTRIES,BRA,Brazil,2015,MEASLES,Measles,"per 100,000 population",12.44
COUNTRIES,BRA,Brazil,2015,POLIO,Poliomyelitis,"per 1,000,000 population",12.79
COUNTRIES,BRA,Brazil,2015,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",6.72
COUNTRIES,BRA,Brazil,2015,DIPHTHERIA,Diphtheria,"per 1,000 live births",16.64
COUNTRIES,BRA,Brazil,2015,TB,Tuberculosis,"per 1,000,000 population",10.66
COUNTRIES,BRA,Brazil,2015,HEPB,Hepatitis B,"per 100,000 population",0.65
COUNTRIES,BRA,Brazil,2016,MEASLES,Measles,"per 1,000,000 population",1.05
COUNTRIES,BRA,Brazil,2016,POLIO,Poliomyelitis,"per 1,000 live births",16.21
COUNTRIES,BRA,Brazil,2016,PERTUSSIS,Pertussis (Whooping cough),"per 1,000,000 population",29.34
COUNTRIES,BRA,Brazil,2016,DIPHTHERIA,Diphtheria,"per 100,000 population",8.04
COUNTRIES,BRA,Brazil,2016,TB,Tuberculosis,"per 1,000 live births",15.04
COUNTRIES,BRA,Brazil,2016,HEPB,Hepatitis B,"per 100,000 population",10.23
