ISO_3_Code,Country_Name,Who_Region,Year,Description,Intro
IND,India,SEARO,2012,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2013,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2014,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2015,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2016,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2017,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2018,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2019,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2020,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2021,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2022,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2023,Measles-containing vaccine - 2nd dose (booster),Yes
IND,India,SEARO,2010,Polio - 3rd dose,Yes
IND,India,SEARO,2011,Polio - 3rd dose,Yes
IND,India,SEARO,2012,Polio - 3rd dose,Yes
IND,India,SEARO,2013,Polio - 3rd dose,Yes
IND,India,SEARO,2014,Polio - 3rd dose,Yes
IND,India,SEARO,2015,Polio - 3rd dose,Yes
IND,India,SEARO,2016,Polio - 3rd dose,Yes
IND,India,SEARO,2017,Polio - 3rd dose,Yes
IND,India,SEARO,2018,Polio - 3rd dose,Yes
IND,India,SEARO,2019,Polio - 3rd dose,Yes
IND,India,SEARO,2020,Polio - 3rd dose,Yes
IND,India,SEARO,2021,Polio - 3rd dose,Yes
IND,India,SEARO,2022,Polio - 3rd dose,Yes
IND,India,SEARO,2023,Polio - 3rd dose,Yes
IND,India,SEARO,2010,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2011,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2012,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2013,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2014,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2015,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2016,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2017,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2018,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2019,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2020,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2021,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2022,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2023,Hepatitis B - 3rd dose,Yes
IND,India,SEARO,2010,Pneumococcal conjugate vaccine - 3rd dose,No
IND,India,SEARO,2011,Pneumococcal conjugate vaccine - 3rd dose,No
IND,India,SEARO,2012,Pneumococcal conjugate vaccine - 3rd dose,Yes
IND,India,SEARO,2013,Pneumococcal conjugate vaccine - 3rd dose,Yes
IND,India,SEARO,2014,Pneumococcal conjugate vaccine - 3rd dose,Yes
IND,India,SEARO,2015,Pneumococcal conjugate vaccine - 3rd dose,Yes
IND,India,SEARO,2016,Pneumococcal conjugate vaccine - 3rd dose,Yes
IND,India,SEARO,2017,Pneumococcal conjugate vaccine - 3rd dose,Yes
IND,India,SEARO,2018,Pneumococcal conjugate vaccine - 3rd dose,Yes
IND,India,SEARO,2019,Pneumococcal conjugate vaccine - 3rd dose,Yes
IND,India,SEARO,2020,Pneumococcal conjugate vaccine - 3rd dose,Yes
IND,India,SEARO,2021,Pneumococcal conjugate vaccine - 3rd dose,Yes
IND,India,SEARO,2022,Pneumococcal conjugate vaccine - 3rd dose,Yes
IND,India,SEARO,2023,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2010,Bacille Calmette-Guerin (Tuberculosis),No
USA,United States of America,AMRO,2011,Bacille Calmette-Guerin (Tuberculosis),No
USA,United States of America,AMRO,2012,Bacille Calmette-Guerin (Tuberculosis),No
USA,United States of America,AMRO,2013,Bacille Calmette-Guerin (Tuberculosis),No
USA,United States of America,AMRO,2014,Bacille Calmette-Guerin (Tuberculosis),Yes
USA,United States of America,AMRO,2015,Bacille Calmette-Guerin (Tuberculosis),Yes
USA,United States of America,AMRO,2016,Bacille Calmette-Guerin (Tuberculosis),Yes
USA,United States of America,AMRO,2017,Bacille Calmette-Guerin (Tuberculosis),Yes
USA,United States of America,AMRO,2018,Bacille Calmette-Guerin (Tuberculosis),Yes
USA,United States of America,AMRO,2019,Bacille Calmette-Guerin (Tuberculosis),Yes
USA,United States of America,AMRO,2020,Bacille Calmette-Guerin (Tuberculosis),Yes
USA,United States of America,AMRO,2021,Bacille Calmette-Guerin (Tuberculosis),Yes
USA,United States of America,AMRO,2022,Bacille Calmette-Guerin (Tuberculosis),Yes
USA,United States of America,AMRO,2023,Bacille Calmette-Guerin (Tuberculosis),Yes
USA,United States of America,AMRO,2010,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2011,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2012,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2013,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2014,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2015,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2016,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2017,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2018,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2019,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2020,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2021,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2022,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2023,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
USA,United States of America,AMRO,2010,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2011,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2012,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2013,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2014,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2015,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2016,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2017,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2018,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2019,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2020,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2021,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2022,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2023,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
USA,United States of America,AMRO,2010,Measles-containing vaccine - 1st dose,No
USA,United States of America,AMRO,2011,Measles-containing vaccine - 1st dose,No
USA,United States of America,AMRO,2012,Measles-containing vaccine - 1st dose,No
USA,United States of America,AMRO,2013,Measles-containing vaccine - 1st dose,No
USA,United States of America,AMRO,2014,Measles-containing vaccine - 1st dose,Yes
USA,United States of America,AMRO,2015,Measles-containing vaccine - 1st dose,Yes
USA,United States of America,AMRO,2016,Measles-containing vaccine - 1st dose,Yes
USA,United States of America,AMRO,2017,Measles-containing vaccine - 1st dose,Yes
USA,United States of America,AMRO,2018,Measles-containing vaccine - 1st dose,Yes
USA,United States of America,AMRO,2019,Measles-containing vaccine - 1st dose,Yes
USA,United States of America,AMRO,2020,Measles-containing vaccine - 1st dose,Yes
USA,United States of America,AMRO,2021,Measles-containing vaccine - 1st dose,Yes
USA,United States of America,AMRO,2022,Measles-containing vaccine - 1st dose,Yes
USA,United States of America,AMRO,2023,Measles-containing vaccine - 1st dose,Yes
USA,United States of America,AMRO,2010,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2011,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2012,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2013,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2014,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2015,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2016,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2017,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2018,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2019,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2020,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2021,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2022,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2023,Measles-containing vaccine - 2nd dose (booster),Yes
USA,United States of America,AMRO,2010,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2011,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2012,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2013,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2014,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2015,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2016,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2017,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2018,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2019,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2020,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2021,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2022,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2023,Polio - 3rd dose,Yes
USA,United States of America,AMRO,2010,Hepatitis B - 3rd dose,No
USA,United States of America,AMRO,2011,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2012,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2013,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2014,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2015,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2016,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2017,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2018,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2019,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2020,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2021,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2022,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2023,Hepatitis B - 3rd dose,Yes
USA,United States of America,AMRO,2010,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2011,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2012,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2013,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2014,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2015,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2016,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2017,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2018,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2019,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2020,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2021,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2022,Pneumococcal conjugate vaccine - 3rd dose,Yes
USA,United States of America,AMRO,2023,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2010,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2011,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2012,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2013,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2014,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2015,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2016,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2017,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2018,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2019,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2020,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2021,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2022,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2023,Bacille Calmette-Guerin (Tuberculosis),Yes
NGA,Nigeria,AFRO,2010,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2011,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2012,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2013,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2014,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2015,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2016,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2017,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2018,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2019,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2020,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2021,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2022,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2023,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
NGA,Nigeria,AFRO,2010,Diphtheria/Tetanus/Pertussis - 3rd dose,No
NGA,Nigeria,AFRO,2011,Diphtheria/Tetanus/Pertussis - 3rd dose,No
NGA,Nigeria,AFRO,2012,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2013,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2014,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2015,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2016,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2017,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2018,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2019,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2020,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2021,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2022,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2023,Diphtheria/Tetanus/Pertussis - 3rd dose,Yes
NGA,Nigeria,AFRO,2010,Measles-containing vaccine - 1st dose,No
NGA,Nigeria,AFRO,2011,Measles-containing vaccine - 1st dose,No
NGA,Nigeria,AFRO,2012,Measles-containing vaccine - 1st dose,No
NGA,Nigeria,AFRO,2013,Measles-containing vaccine - 1st dose,Yes
NGA,Nigeria,AFRO,2014,Measles-containing vaccine - 1st dose,Yes
NGA,Nigeria,AFRO,2015,Measles-containing vaccine - 1st dose,Yes
NGA,Nigeria,AFRO,2016,Measles-containing vaccine - 1st dose,Yes
NGA,Nigeria,AFRO,2017,Measles-containing vaccine - 1st dose,Yes
NGA,Nigeria,AFRO,2018,Measles-containing vaccine - 1st dose,Yes
NGA,Nigeria,AFRO,2019,Measles-containing vaccine - 1st dose,Yes
NGA,Nigeria,AFRO,2020,Measles-containing vaccine - 1st dose,Yes
NGA,Nigeria,AFRO,2021,Measles-containing vaccine - 1st dose,Yes
NGA,Nigeria,AFRO,2022,Measles-containing vaccine - 1st dose,Yes
NGA,Nigeria,AFRO,2023,Measles-containing vaccine - 1st dose,Yes
NGA,Nigeria,AFRO,2010,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2011,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2012,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2013,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2014,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2015,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2016,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2017,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2018,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2019,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2020,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2021,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2022,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2023,Measles-containing vaccine - 2nd dose (booster),Yes
NGA,Nigeria,AFRO,2010,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2011,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2012,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2013,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2014,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2015,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2016,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2017,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2018,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2019,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2020,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2021,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2022,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2023,Polio - 3rd dose,Yes
NGA,Nigeria,AFRO,2010,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2011,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2012,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2013,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2014,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2015,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2016,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2017,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2018,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2019,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2020,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2021,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2022,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2023,Hepatitis B - 3rd dose,Yes
NGA,Nigeria,AFRO,2010,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2011,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2012,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2013,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2014,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2015,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2016,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2017,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2018,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2019,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2020,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2021,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2022,Pneumococcal conjugate vaccine - 3rd dose,Yes
NGA,Nigeria,AFRO,2023,Pneumococcal conjugate vaccine - 3rd dose,Yes
BRA,Brazil,AMRO,2010,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2011,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2012,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2013,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2014,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2015,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2016,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2017,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2018,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2019,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2020,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2021,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2022,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2023,Bacille Calmette-Guerin (Tuberculosis),Yes
BRA,Brazil,AMRO,2010,Diphtheria/Tetanus/Pertussis - 1st dose,Yes
